,Location,CompIndex,CompBenchmark,CompYoYChange,Date,District
2619,Toronto C04,265.5,1652600,8.86,2021-01-01,Old Toronto
2620,Toronto C04,276.3,1719900,10.74,2021-02-01,Old Toronto
2621,Toronto C04,276,1718000,8.24,2021-03-01,Old Toronto
2622,Toronto C06,194,772300,8.4,2015-07-01,North York
2623,Toronto C06,195,779100,7.6,2015-08-01,North York
2624,Toronto C06,197,786300,8.96,2015-09-01,North York
2625,Toronto C06,198,790300,10.06,2015-10-01,North York
2626,Toronto C06,199,794300,10.37,2015-11-01,North York
2627,Toronto C06,203,809800,13.53,2015-12-01,North York
2628,Toronto C06,204,815000,13.25,2016-01-01,North York
2629,Toronto C06,201,801800,10.56,2016-02-01,North York
2630,Toronto C06,206.1,822100,12.19,2016-03-01,North York
2631,Toronto C06,212.7,848500,13.87,2016-04-01,North York
2632,Toronto C06,227.4,907100,18.13,2016-05-01,North York
2633,Toronto C06,232.5,927400,19.41,2016-06-01,North York
2634,Toronto C06,236.2,942300,22,2016-07-01,North York
2635,Toronto C06,236.7,944200,21.2,2016-08-01,North York
2636,Toronto C06,238.1,949800,20.86,2016-09-01,North York
2637,Toronto C06,238.9,953000,20.6,2016-10-01,North York
2638,Toronto C06,245.5,979300,23.37,2016-11-01,North York
2639,Toronto C06,245.9,980900,21.19,2016-12-01,North York
2640,Toronto C06,250.6,987100,23.45,2017-01-01,North York
2641,Toronto C06,256,1008300,27.36,2017-02-01,North York
2642,Toronto C06,267.6,1054000,29.65,2017-03-01,North York
2643,Toronto C06,284.1,1119000,33.07,2017-04-01,North York
2644,Toronto C06,293.8,1157200,28.35,2017-05-01,North York
2645,Toronto C06,294.1,1145300,26.66,2017-06-01,North York
2646,Toronto C06,277.6,1081000,17.98,2017-07-01,North York
2647,Toronto C06,272.3,1060400,15.43,2017-08-01,North York
2648,Toronto C06,268.1,1044000,12.84,2017-09-01,North York
2649,Toronto C06,261.3,1017600,9.1,2017-10-01,North York
2650,Toronto C06,260.8,1015600,6.36,2017-11-01,North York
2651,Toronto C06,264.8,1031200,7.42,2017-12-01,North York
2652,Toronto C06,268.1,1044000,7.45,2018-01-01,North York
2653,Toronto C06,271,1055300,6.32,2018-02-01,North York
2654,Toronto C06,271.4,1056900,1.76,2018-03-01,North York
2655,Toronto C06,264.1,1028500,-6.65,2018-04-01,North York
2656,Toronto C06,277,1078700,-5.33,2018-05-01,North York
2657,Toronto C06,278.4,1084100,-5.34,2018-06-01,North York
2658,Toronto C06,274.8,1070100,-1.01,2018-07-01,North York
2659,Toronto C06,270.4,1053000,-0.7,2018-08-01,North York
2660,Toronto C06,268.1,1044000,0,2018-09-01,North York
2661,Toronto C06,267.4,1041300,2.33,2018-10-01,North York
2662,Toronto C06,270.6,1053800,3.76,2018-11-01,North York
2663,Toronto C06,268.7,1046400,1.47,2018-12-01,North York
2664,Toronto C06,269.3,1048700,0.45,2019-01-01,North York
2665,Toronto C06,269.3,1048700,-0.63,2019-02-01,North York
2666,Toronto C06,279.3,1087700,2.91,2019-03-01,North York
2667,Toronto C06,280.9,1093900,6.36,2019-04-01,North York
2668,Toronto C06,285.1,1110200,2.92,2019-05-01,North York
2669,Toronto C06,281.8,1097400,1.22,2019-06-01,North York
2670,Toronto C06,283.8,1105200,3.24,2019-07-01,North York
2671,Toronto C06,281.7,1097000,4.18,2019-08-01,North York
2672,Toronto C06,280.9,1093900,4.77,2019-09-01,North York
2673,Toronto C06,289.2,1126200,8.15,2019-10-01,North York
2674,Toronto C06,290,1129300,7.17,2019-11-01,North York
2675,Toronto C06,292.2,1137900,8.75,2019-12-01,North York
2676,Toronto C06,288.9,1125000,7.28,2020-01-01,North York
2677,Toronto C06,297.5,1158500,10.47,2020-02-01,North York
2678,Toronto C06,304.5,1185800,9.02,2020-03-01,North York
2679,Toronto C06,305.1,1188100,8.65,2020-04-01,North York
2680,Toronto C06,308.1,1199800,8.07,2020-05-01,North York
2681,Toronto C06,301.9,1175700,7.13,2020-06-01,North York
2682,Toronto C06,299.7,1167100,5.6,2020-07-01,North York
2683,Toronto C06,299.9,1167900,6.46,2020-08-01,North York
2684,Toronto C06,297.9,1160100,6.05,2020-09-01,North York
2685,Toronto C06,293.1,1141400,1.35,2020-10-01,North York
2686,Toronto C06,287.5,1119600,-0.86,2020-11-01,North York
2687,Toronto C06,292.7,1139900,0.17,2020-12-01,North York
2688,Toronto C06,291.2,1134000,0.8,2021-01-01,North York
2689,Toronto C06,302.7,1178800,1.85,2021-02-01,North York
2690,Toronto C06,319.3,1243500,4.89,2021-03-01,North York
2691,Toronto C07,181,620300,7.5,2015-07-01,North York
2692,Toronto C07,181,619900,7.95,2015-08-01,North York
2693,Toronto C07,184,633300,10.02,2015-09-01,North York
2694,Toronto C07,188,644700,12.8,2015-10-01,North York
2695,Toronto C07,186,639800,9.65,2015-11-01,North York
2696,Toronto C07,191,655000,11.46,2015-12-01,North York
2697,Toronto C07,202,693900,18.54,2016-01-01,North York
2698,Toronto C07,193.3,664000,13.57,2016-02-01,North York
2699,Toronto C07,194.5,668100,11.91,2016-03-01,North York
2700,Toronto C07,200.7,689400,13.07,2016-04-01,North York
2701,Toronto C07,212.3,729300,18.4,2016-05-01,North York
2702,Toronto C07,218.3,749900,19.49,2016-06-01,North York
2703,Toronto C07,219.8,754900,21.77,2016-07-01,North York
2704,Toronto C07,220,755700,22.02,2016-08-01,North York
2705,Toronto C07,225.5,774600,22.35,2016-09-01,North York
2706,Toronto C07,226.9,779400,20.95,2016-10-01,North York
2707,Toronto C07,230.2,790700,23.56,2016-11-01,North York
2708,Toronto C07,233,800400,22.25,2016-12-01,North York
2709,Toronto C07,232.2,805900,21.19,2017-01-01,North York
2710,Toronto C07,236,819000,23.24,2017-02-01,North York
2711,Toronto C07,248.3,861700,28.59,2017-03-01,North York
2712,Toronto C07,262.9,912400,32.18,2017-04-01,North York
2713,Toronto C07,269.6,935600,27.95,2017-05-01,North York
2714,Toronto C07,272.4,942400,25.65,2017-06-01,North York
2715,Toronto C07,266.5,922000,22.3,2017-07-01,North York
2716,Toronto C07,260.8,902300,19.8,2017-08-01,North York
2717,Toronto C07,258.3,893600,16.3,2017-09-01,North York
2718,Toronto C07,252,871800,12.25,2017-10-01,North York
2719,Toronto C07,248.1,858300,9.15,2017-11-01,North York
2720,Toronto C07,246.8,853800,7.3,2017-12-01,North York
2721,Toronto C07,247.6,856600,6.72,2018-01-01,North York
2722,Toronto C07,252.4,873200,6.81,2018-02-01,North York
2723,Toronto C07,255.9,885300,2.57,2018-03-01,North York
2724,Toronto C07,256.3,886700,-2.84,2018-04-01,North York
2725,Toronto C07,261.1,903300,-3.48,2018-05-01,North York
2726,Toronto C07,260.4,900900,-4.41,2018-06-01,North York
2727,Toronto C07,256.7,888100,-3.68,2018-07-01,North York
2728,Toronto C07,257.3,890200,-1.34,2018-08-01,North York
2729,Toronto C07,255.1,882500,-1.24,2018-09-01,North York
2730,Toronto C07,251.8,871100,-0.08,2018-10-01,North York
2731,Toronto C07,253,875300,1.98,2018-11-01,North York
2732,Toronto C07,247.8,857300,0.41,2018-12-01,North York
2733,Toronto C07,252.1,872200,1.82,2019-01-01,North York
2734,Toronto C07,255.4,883600,1.19,2019-02-01,North York
2735,Toronto C07,255.8,885000,-0.04,2019-03-01,North York
2736,Toronto C07,258.4,894000,0.82,2019-04-01,North York
2737,Toronto C07,263.5,911600,0.92,2019-05-01,North York
2738,Toronto C07,259.7,898500,-0.27,2019-06-01,North York
2739,Toronto C07,263.2,910600,2.53,2019-07-01,North York
2740,Toronto C07,261.3,904000,1.55,2019-08-01,North York
2741,Toronto C07,261.5,904700,2.51,2019-09-01,North York
2742,Toronto C07,264.1,913700,4.88,2019-10-01,North York
2743,Toronto C07,266.1,920600,5.18,2019-11-01,North York
2744,Toronto C07,266.4,921600,7.51,2019-12-01,North York
2745,Toronto C07,266.8,923000,5.83,2020-01-01,North York
2746,Toronto C07,273.7,946900,7.17,2020-02-01,North York
2747,Toronto C07,282,975600,10.24,2020-03-01,North York
2748,Toronto C07,286,989400,10.68,2020-04-01,North York
2749,Toronto C07,287.7,995300,9.18,2020-05-01,North York
2750,Toronto C07,279.4,966600,7.59,2020-06-01,North York
2751,Toronto C07,281.6,974200,6.99,2020-07-01,North York
2752,Toronto C07,280.3,969700,7.31,2020-08-01,North York
2753,Toronto C07,279.9,968300,7.04,2020-09-01,North York
2754,Toronto C07,278,961800,5.26,2020-10-01,North York
2755,Toronto C07,276.6,956900,3.95,2020-11-01,North York
2756,Toronto C07,277,958300,3.98,2020-12-01,North York
2757,Toronto C07,279.6,967300,4.84,2021-01-01,North York
2758,Toronto C07,287.3,993900,4.93,2021-02-01,North York
2759,Toronto C07,297.2,1028200,5.39,2021-03-01,North York
2760,Toronto C08,179,459600,0.85,2015-07-01,Old Toronto
2761,Toronto C08,178,458800,1.83,2015-08-01,Old Toronto
2762,Toronto C08,177,455700,3.45,2015-09-01,Old Toronto
2763,Toronto C08,177,455700,0.34,2015-10-01,Old Toronto
2764,Toronto C08,179,459900,0.17,2015-11-01,Old Toronto
2765,Toronto C08,179,461900,0.22,2015-12-01,Old Toronto
2766,Toronto C08,178,459100,0.79,2016-01-01,Old Toronto
2767,Toronto C08,179.4,462000,2.75,2016-02-01,Old Toronto
2768,Toronto C08,185,476400,4.82,2016-03-01,Old Toronto
2769,Toronto C08,185.5,477700,5.4,2016-04-01,Old Toronto
2770,Toronto C08,186.1,479200,5.08,2016-05-01,Old Toronto
2771,Toronto C08,189.3,487400,6.71,2016-06-01,Old Toronto
2772,Toronto C08,192.3,495100,7.73,2016-07-01,Old Toronto
2773,Toronto C08,194.5,500800,9.15,2016-08-01,Old Toronto
2774,Toronto C08,194.3,500300,9.77,2016-09-01,Old Toronto
2775,Toronto C08,197.7,509100,11.69,2016-10-01,Old Toronto
2776,Toronto C08,204.6,526800,14.56,2016-11-01,Old Toronto
2777,Toronto C08,207,533000,15.38,2016-12-01,Old Toronto
2778,Toronto C08,214.7,564200,19.28,2017-01-01,Old Toronto
2779,Toronto C08,220.7,579900,19.43,2017-02-01,Old Toronto
2780,Toronto C08,232.5,610900,21.66,2017-03-01,Old Toronto
2781,Toronto C08,245,643800,27.67,2017-04-01,Old Toronto
2782,Toronto C08,248.9,654000,30.59,2017-05-01,Old Toronto
2783,Toronto C08,248.2,649200,27.61,2017-06-01,Old Toronto
2784,Toronto C08,240.5,629100,22.02,2017-07-01,Old Toronto
2785,Toronto C08,236.9,619700,17.98,2017-08-01,Old Toronto
2786,Toronto C08,237.7,621800,18.55,2017-09-01,Old Toronto
2787,Toronto C08,238.8,624700,16.83,2017-10-01,Old Toronto
2788,Toronto C08,238.4,623600,14.56,2017-11-01,Old Toronto
2789,Toronto C08,244.3,639000,15.62,2017-12-01,Old Toronto
2790,Toronto C08,247.3,646900,14.92,2018-01-01,Old Toronto
2791,Toronto C08,249.3,652100,13.37,2018-02-01,Old Toronto
2792,Toronto C08,259.5,678800,11.37,2018-03-01,Old Toronto
2793,Toronto C08,262.6,686900,7.14,2018-04-01,Old Toronto
2794,Toronto C08,263.7,689800,5.95,2018-05-01,Old Toronto
2795,Toronto C08,262.1,685600,5.6,2018-06-01,Old Toronto
2796,Toronto C08,263.5,689300,9.56,2018-07-01,Old Toronto
2797,Toronto C08,265.1,693200,11.86,2018-08-01,Old Toronto
2798,Toronto C08,270.5,707400,13.75,2018-09-01,Old Toronto
2799,Toronto C08,275.1,719400,15.2,2018-10-01,Old Toronto
2800,Toronto C08,274.6,718100,15.18,2018-11-01,Old Toronto
2801,Toronto C08,270.2,706600,10.6,2018-12-01,Old Toronto
2802,Toronto C08,269,703400,8.77,2019-01-01,Old Toronto
2803,Toronto C08,275.2,719600,10.39,2019-02-01,Old Toronto
2804,Toronto C08,279.3,730400,7.67,2019-03-01,Old Toronto
2805,Toronto C08,280.6,733800,6.85,2019-04-01,Old Toronto
2806,Toronto C08,281.8,736900,6.86,2019-05-01,Old Toronto
2807,Toronto C08,284.5,744000,8.5,2019-06-01,Old Toronto
2808,Toronto C08,289.2,756300,9.75,2019-07-01,Old Toronto
2809,Toronto C08,290.8,760400,9.69,2019-08-01,Old Toronto
2810,Toronto C08,290.3,759100,7.32,2019-09-01,Old Toronto
2811,Toronto C08,290.1,758600,5.45,2019-10-01,Old Toronto
2812,Toronto C08,290.7,760200,5.86,2019-11-01,Old Toronto
2813,Toronto C08,291.9,763300,8.03,2019-12-01,Old Toronto
2814,Toronto C08,292.8,765700,8.85,2020-01-01,Old Toronto
2815,Toronto C08,301.7,788900,9.63,2020-02-01,Old Toronto
2816,Toronto C08,311.7,815100,11.6,2020-03-01,Old Toronto
2817,Toronto C08,315.9,826100,12.58,2020-04-01,Old Toronto
2818,Toronto C08,305.6,799200,8.45,2020-05-01,Old Toronto
2819,Toronto C08,300.3,785300,5.55,2020-06-01,Old Toronto
2820,Toronto C08,300.9,786900,4.05,2020-07-01,Old Toronto
2821,Toronto C08,297.2,777200,2.2,2020-08-01,Old Toronto
2822,Toronto C08,294.5,770100,1.45,2020-09-01,Old Toronto
2823,Toronto C08,289.1,756000,-0.34,2020-10-01,Old Toronto
2824,Toronto C08,281.3,735600,-3.23,2020-11-01,Old Toronto
2825,Toronto C08,278.3,727800,-4.66,2020-12-01,Old Toronto
2826,Toronto C08,280.3,733000,-4.27,2021-01-01,Old Toronto
2827,Toronto C08,285.2,745800,-5.44,2021-02-01,Old Toronto
2828,Toronto C08,296.6,775600,-4.84,2021-03-01,Old Toronto
2829,Toronto C09,135,1001000,-2.11,2015-07-01,Old Toronto
2830,Toronto C09,135,999600,1.36,2015-08-01,Old Toronto
2831,Toronto C09,138,1024100,1.62,2015-09-01,Old Toronto
2832,Toronto C09,141,1043400,3.31,2015-10-01,Old Toronto
2833,Toronto C09,143,1058200,5.95,2015-11-01,Old Toronto
2834,Toronto C09,141,1045600,7.15,2015-12-01,Old Toronto
2835,Toronto C09,138,1027800,8.13,2016-01-01,Old Toronto
2836,Toronto C09,143.2,1063400,11.88,2016-02-01,Old Toronto
2837,Toronto C09,144.4,1072300,11.85,2016-03-01,Old Toronto
2838,Toronto C09,141.8,1053000,8.16,2016-04-01,Old Toronto
2839,Toronto C09,140.2,1041100,8.68,2016-05-01,Old Toronto
2840,Toronto C09,143.3,1064100,9.81,2016-06-01,Old Toronto
2841,Toronto C09,144,1069400,6.82,2016-07-01,Old Toronto
2842,Toronto C09,140.4,1042600,4.31,2016-08-01,Old Toronto
2843,Toronto C09,136.5,1013600,-1.02,2016-09-01,Old Toronto
2844,Toronto C09,139.1,1033000,-1,2016-10-01,Old Toronto
2845,Toronto C09,142.9,1061200,0.28,2016-11-01,Old Toronto
2846,Toronto C09,146.6,1088700,4.12,2016-12-01,Old Toronto
2847,Toronto C09,147,1038400,6.52,2017-01-01,Old Toronto
2848,Toronto C09,151.2,1068000,5.51,2017-02-01,Old Toronto
2849,Toronto C09,161.6,1141500,11.83,2017-03-01,Old Toronto
2850,Toronto C09,165.7,1170500,16.85,2017-04-01,Old Toronto
2851,Toronto C09,166.5,1176100,18.84,2017-05-01,Old Toronto
2852,Toronto C09,171.8,1216100,18.08,2017-06-01,Old Toronto
2853,Toronto C09,169.4,1199100,16.83,2017-07-01,Old Toronto
2854,Toronto C09,166.8,1180700,17.63,2017-08-01,Old Toronto
2855,Toronto C09,160.4,1135400,15.48,2017-09-01,Old Toronto
2856,Toronto C09,161.9,1146000,14.34,2017-10-01,Old Toronto
2857,Toronto C09,162.3,1148800,11.78,2017-11-01,Old Toronto
2858,Toronto C09,163.2,1155200,9.46,2017-12-01,Old Toronto
2859,Toronto C09,165.5,1171500,11.07,2018-01-01,Old Toronto
2860,Toronto C09,173.2,1226000,13.13,2018-02-01,Old Toronto
2861,Toronto C09,177,1252900,7.66,2018-03-01,Old Toronto
2862,Toronto C09,178.5,1263500,6.06,2018-04-01,Old Toronto
2863,Toronto C09,181.4,1284000,6.71,2018-05-01,Old Toronto
2864,Toronto C09,185.4,1312300,7.92,2018-06-01,Old Toronto
2865,Toronto C09,189.5,1341400,11.87,2018-07-01,Old Toronto
2866,Toronto C09,190.4,1347700,14.15,2018-08-01,Old Toronto
2867,Toronto C09,190.6,1349100,18.83,2018-09-01,Old Toronto
2868,Toronto C09,189.9,1344200,17.29,2018-10-01,Old Toronto
2869,Toronto C09,190.6,1349100,17.44,2018-11-01,Old Toronto
2870,Toronto C09,185,1309500,13.36,2018-12-01,Old Toronto
2871,Toronto C09,182,1288300,9.97,2019-01-01,Old Toronto
2872,Toronto C09,180,1274100,3.93,2019-02-01,Old Toronto
2873,Toronto C09,182.6,1292500,3.16,2019-03-01,Old Toronto
2874,Toronto C09,193.5,1369700,8.4,2019-04-01,Old Toronto
2875,Toronto C09,193.9,1372500,6.89,2019-05-01,Old Toronto
2876,Toronto C09,196.8,1393000,6.15,2019-06-01,Old Toronto
2877,Toronto C09,193.8,1371800,2.27,2019-07-01,Old Toronto
2878,Toronto C09,193.3,1368300,1.52,2019-08-01,Old Toronto
2879,Toronto C09,196.6,1391600,3.15,2019-09-01,Old Toronto
2880,Toronto C09,198.2,1402900,4.37,2019-10-01,Old Toronto
2881,Toronto C09,199.8,1414300,4.83,2019-11-01,Old Toronto
2882,Toronto C09,202,1429800,9.19,2019-12-01,Old Toronto
2883,Toronto C09,198.2,1402900,8.9,2020-01-01,Old Toronto
2884,Toronto C09,195.3,1382400,8.5,2020-02-01,Old Toronto
2885,Toronto C09,197.4,1397300,8.11,2020-03-01,Old Toronto
2886,Toronto C09,200.7,1420600,3.83,2020-04-01,Old Toronto
2887,Toronto C09,195,1387400,1.4,2020-05-01,Old Toronto
2888,Toronto C09,194.6,1384600,-0.31,2020-06-01,Old Toronto
2889,Toronto C09,203.1,1445100,5.45,2020-07-01,Old Toronto
2890,Toronto C09,213.2,1516900,10.81,2020-08-01,Old Toronto
2891,Toronto C09,208.9,1486300,7.18,2020-09-01,Old Toronto
2892,Toronto C09,213.1,1516200,8.34,2020-10-01,Old Toronto
2893,Toronto C09,210.9,1500600,6.41,2020-11-01,Old Toronto
2894,Toronto C09,200,1423000,-0.4,2020-12-01,Old Toronto
2895,Toronto C09,194.2,1381700,-1.62,2021-01-01,Old Toronto
2896,Toronto C09,201.5,1433700,3.97,2021-02-01,Old Toronto
2897,Toronto C09,213.8,1521200,8.97,2021-03-01,Old Toronto
2898,Toronto C10,203,792300,5.4,2015-07-01,Old Toronto
2899,Toronto C10,203,790300,6.58,2015-08-01,Old Toronto
2900,Toronto C10,203,793400,7.39,2015-09-01,Old Toronto
2901,Toronto C10,206,803200,8.54,2015-10-01,Old Toronto
2902,Toronto C10,208,812500,9.23,2015-11-01,Old Toronto
2903,Toronto C10,206,804700,9.04,2015-12-01,Old Toronto
2904,Toronto C10,217,848100,15.09,2016-01-01,Old Toronto
2905,Toronto C10,205.2,800500,10.5,2016-02-01,Old Toronto
2906,Toronto C10,207.9,811000,8.73,2016-03-01,Old Toronto
2907,Toronto C10,207.7,810200,6.4,2016-04-01,Old Toronto
2908,Toronto C10,219.5,856300,9.8,2016-05-01,Old Toronto
2909,Toronto C10,223.2,870700,8.45,2016-06-01,Old Toronto
2910,Toronto C10,223.2,870700,9.9,2016-07-01,Old Toronto
2911,Toronto C10,225.7,880500,11.46,2016-08-01,Old Toronto
2912,Toronto C10,221.8,865200,9.05,2016-09-01,Old Toronto
2913,Toronto C10,226.5,883600,10,2016-10-01,Old Toronto
2914,Toronto C10,228,889400,9.4,2016-11-01,Old Toronto
2915,Toronto C10,228.7,892200,10.86,2016-12-01,Old Toronto
2916,Toronto C10,228.6,886600,12.94,2017-01-01,Old Toronto
2917,Toronto C10,234,907600,14.54,2017-02-01,Old Toronto
2918,Toronto C10,242.1,939000,16.84,2017-03-01,Old Toronto
2919,Toronto C10,252.1,977800,21.96,2017-04-01,Old Toronto
2920,Toronto C10,258.8,1003800,18.66,2017-05-01,Old Toronto
2921,Toronto C10,260.8,1018200,17.9,2017-06-01,Old Toronto
2922,Toronto C10,254.1,992000,15.4,2017-07-01,Old Toronto
2923,Toronto C10,248.7,971000,11.28,2017-08-01,Old Toronto
2924,Toronto C10,252.6,986200,15.08,2017-09-01,Old Toronto
2925,Toronto C10,255.3,996700,13.77,2017-10-01,Old Toronto
2926,Toronto C10,254.5,993600,12.46,2017-11-01,Old Toronto
2927,Toronto C10,253.9,991300,12.1,2017-12-01,Old Toronto
2928,Toronto C10,250.2,976800,9.74,2018-01-01,Old Toronto
2929,Toronto C10,255.4,997100,9.15,2018-02-01,Old Toronto
2930,Toronto C10,260.2,1015800,7.48,2018-03-01,Old Toronto
2931,Toronto C10,266.6,1040800,5.79,2018-04-01,Old Toronto
2932,Toronto C10,268.9,1049800,3.7,2018-05-01,Old Toronto
2933,Toronto C10,267.3,1043600,2.49,2018-06-01,Old Toronto
2934,Toronto C10,264.4,1032200,4.05,2018-07-01,Old Toronto
2935,Toronto C10,267.1,1042800,7.4,2018-08-01,Old Toronto
2936,Toronto C10,270,1054100,6.89,2018-09-01,Old Toronto
2937,Toronto C10,272,1061900,6.54,2018-10-01,Old Toronto
2938,Toronto C10,275.6,1076000,8.29,2018-11-01,Old Toronto
2939,Toronto C10,276.2,1078300,8.78,2018-12-01,Old Toronto
2940,Toronto C10,274.9,1073200,9.87,2019-01-01,Old Toronto
2941,Toronto C10,277.1,1081800,8.5,2019-02-01,Old Toronto
2942,Toronto C10,282.8,1104100,8.69,2019-03-01,Old Toronto
2943,Toronto C10,279.4,1090800,4.8,2019-04-01,Old Toronto
2944,Toronto C10,284.7,1111500,5.88,2019-05-01,Old Toronto
2945,Toronto C10,286.1,1117000,7.03,2019-06-01,Old Toronto
2946,Toronto C10,287.9,1124000,8.89,2019-07-01,Old Toronto
2947,Toronto C10,282.8,1104100,5.88,2019-08-01,Old Toronto
2948,Toronto C10,285,1112700,5.56,2019-09-01,Old Toronto
2949,Toronto C10,288.9,1127900,6.21,2019-10-01,Old Toronto
2950,Toronto C10,291.5,1138000,5.77,2019-11-01,Old Toronto
2951,Toronto C10,290.4,1133800,5.14,2019-12-01,Old Toronto
2952,Toronto C10,287.3,1121700,4.51,2020-01-01,Old Toronto
2953,Toronto C10,294.9,1151300,6.42,2020-02-01,Old Toronto
2954,Toronto C10,307.3,1199700,8.66,2020-03-01,Old Toronto
2955,Toronto C10,309.9,1209900,10.92,2020-04-01,Old Toronto
2956,Toronto C10,298.5,1179900,5.22,2020-05-01,Old Toronto
2957,Toronto C10,299.4,1183400,5.09,2020-06-01,Old Toronto
2958,Toronto C10,298.5,1179900,4.15,2020-07-01,Old Toronto
2959,Toronto C10,297.8,1177100,5.64,2020-08-01,Old Toronto
2960,Toronto C10,295.6,1168400,4.19,2020-09-01,Old Toronto
2961,Toronto C10,292.7,1156900,1.77,2020-10-01,Old Toronto
2962,Toronto C10,295.7,1168800,1.86,2020-11-01,Old Toronto
2963,Toronto C10,294,1162100,1.62,2020-12-01,Old Toronto
2964,Toronto C10,293.3,1159300,2.34,2021-01-01,Old Toronto
2965,Toronto C10,300.5,1187800,2.18,2021-02-01,Old Toronto
2966,Toronto C10,306.1,1209900,-0.23,2021-03-01,Old Toronto
2967,Toronto C11,182,653600,9.03,2015-07-01,East York
2968,Toronto C11,183,653900,8.7,2015-08-01,East York
2969,Toronto C11,186,667900,8.44,2015-09-01,East York
2970,Toronto C11,183,655400,4.63,2015-10-01,East York
2971,Toronto C11,186,665400,8.15,2015-11-01,East York
2972,Toronto C11,188,671800,8.44,2015-12-01,East York
2973,Toronto C11,191,685800,11.8,2016-01-01,East York
2974,Toronto C11,189.1,677500,6.96,2016-02-01,East York
2975,Toronto C11,192.9,691200,13.2,2016-03-01,East York
2976,Toronto C11,190.3,681800,9.24,2016-04-01,East York
2977,Toronto C11,194.9,698300,11.24,2016-05-01,East York
2978,Toronto C11,201,720200,12.23,2016-06-01,East York
2979,Toronto C11,201.7,722700,10.58,2016-07-01,East York
2980,Toronto C11,202.5,725600,10.96,2016-08-01,East York
2981,Toronto C11,201.8,723000,8.26,2016-09-01,East York
2982,Toronto C11,206.6,740200,12.96,2016-10-01,East York
2983,Toronto C11,213.1,763500,14.75,2016-11-01,East York
2984,Toronto C11,209.2,749600,11.57,2016-12-01,East York
2985,Toronto C11,210.6,745900,13.35,2017-01-01,East York
2986,Toronto C11,217.4,770000,14.97,2017-02-01,East York
2987,Toronto C11,231.1,818500,19.87,2017-03-01,East York
2988,Toronto C11,241,853600,26.71,2017-04-01,East York
2989,Toronto C11,244.2,864900,25.49,2017-05-01,East York
2990,Toronto C11,245.8,869800,22.41,2017-06-01,East York
2991,Toronto C11,241.1,853200,19.77,2017-07-01,East York
2992,Toronto C11,239.6,847800,18.5,2017-08-01,East York
2993,Toronto C11,242.6,858500,20.64,2017-09-01,East York
2994,Toronto C11,240.4,850700,16.76,2017-10-01,East York
2995,Toronto C11,238.9,845400,12.53,2017-11-01,East York
2996,Toronto C11,240.9,852400,15.37,2017-12-01,East York
2997,Toronto C11,242.6,858500,15.09,2018-01-01,East York
2998,Toronto C11,247.6,876200,13.79,2018-02-01,East York
2999,Toronto C11,253.4,896700,9.6,2018-03-01,East York
3000,Toronto C11,260,920000,7.88,2018-04-01,East York
3001,Toronto C11,261.7,926100,7.21,2018-05-01,East York
3002,Toronto C11,265.1,938100,7.85,2018-06-01,East York
3003,Toronto C11,266,941300,10.33,2018-07-01,East York
3004,Toronto C11,265.9,940900,10.98,2018-08-01,East York
3005,Toronto C11,269.5,953700,11.09,2018-09-01,East York
3006,Toronto C11,273.5,967800,13.77,2018-10-01,East York
3007,Toronto C11,269.4,953300,12.77,2018-11-01,East York
3008,Toronto C11,266.6,943400,10.67,2018-12-01,East York
3009,Toronto C11,262.6,929200,8.24,2019-01-01,East York
3010,Toronto C11,263.1,931000,6.26,2019-02-01,East York
3011,Toronto C11,266.8,944100,5.29,2019-03-01,East York
3012,Toronto C11,276.4,978100,6.31,2019-04-01,East York
3013,Toronto C11,272.3,963600,4.05,2019-05-01,East York
3014,Toronto C11,273.3,967100,3.09,2019-06-01,East York
3015,Toronto C11,272.7,965000,1.94,2019-07-01,East York
3016,Toronto C11,272.4,963900,2.44,2019-08-01,East York
3017,Toronto C11,278.4,985100,3.3,2019-09-01,East York
3018,Toronto C11,278.1,984100,1.68,2019-10-01,East York
3019,Toronto C11,281.6,996500,4.53,2019-11-01,East York
3020,Toronto C11,284.6,1007100,6.75,2019-12-01,East York
3021,Toronto C11,283.8,1004300,8.07,2020-01-01,East York
3022,Toronto C11,285.1,1008900,8.36,2020-02-01,East York
3023,Toronto C11,290.9,1029400,9.03,2020-03-01,East York
3024,Toronto C11,292.7,1035700,5.9,2020-04-01,East York
3025,Toronto C11,296.5,1049900,8.89,2020-05-01,East York
3026,Toronto C11,305.4,1081400,11.75,2020-06-01,East York
3027,Toronto C11,300.2,1063000,10.08,2020-07-01,East York
3028,Toronto C11,304,1076400,11.6,2020-08-01,East York
3029,Toronto C11,303.4,1074300,8.98,2020-09-01,East York
3030,Toronto C11,306.7,1086000,10.32,2020-10-01,East York
3031,Toronto C11,304.2,1077100,8.03,2020-11-01,East York
3032,Toronto C11,297.4,1053000,4.57,2020-12-01,East York
3033,Toronto C11,296.5,1049900,4.4,2021-01-01,East York
3034,Toronto C11,300.6,1064400,5.47,2021-02-01,East York
3035,Toronto C11,315.3,1116400,8.46,2021-03-01,East York
3036,Toronto C12,169,1448300,4.45,2015-07-01,North York
3037,Toronto C12,169,1449200,6.02,2015-08-01,North York
3038,Toronto C12,169,1447500,6.9,2015-09-01,North York
3039,Toronto C12,173,1482600,9.29,2015-10-01,North York
3040,Toronto C12,175,1499800,9.1,2015-11-01,North York
